BRIZZELL'S FLOWERS,518-783-3131,"562 LOUDON ROAD, NEWTONVILLE, NY 12128"
W&J AWALD FARMS INC,716-337-2608,"2258 SHIRLEY RD, NORTH COLLINS, NY 14111"
FAMILY FRIENDS AND FLOWERS LTD,631-928-2050,"360 OLD TOWN ROAD, EAST SETAUKET, NY 11733"
WARRENS NURSERY INC,,"5506 SOUND AVE, JAMESPORT, NY 11947"
FELTHOUSENS INC,518-374-4414,"1537 VAN ANTWERP ROAD, SCHENECTADY, NY 12309"
BRUMBAUGH ROSALIE,716-445-5116,"8599 SOUTH MAIN STREET, EDEN, NY 14057"
THERA FARMS LLC,631-478-5229,"1725 BRENTWOOD RD, BRENTWOOD, NY 11717"
S & SO PRODUCE FARMS LLC,347-682-6962,"63 MOUNT EVE ROAD, GOSHEN, NY 10924"
KRISTAS GREENHOUSES,315-676-7142,"216 POTTER ROAD, WEST MONROE, NY 13167"
DELEA LEASING CORP DBA DELEA SOD FARMS,631-368-8022," SOUND AVE @ ZILNICKI FARM, RIVERHEAD, NY 11901"
TOPIARY GARDENS,315-673-1680,"1840 STUMP ROAD, MARCELLUS, NY 13108"
BESSBORO BUILDERS INC,518-962-4500,"252 NYS RT 22, WESTPORT, NY 12993"
OAKWOOD GREENHOUSE,315-252-7828,"5597 OAKWOOD ROAD, AUBURN, NY 13021"
LANDMARK FARMS DBA,518-587-9586,"4716 STATE HIGHWAY 30, AMSTERDAM, NY 12010"
SOMMER NURSERIES LTD,631-878-0896,"232 OLD COUNTRY ROAD, EASTPORT, NY 11941"
GRACE GARDENS,315-536-2556,"1064 ANGUS ROAD, PENN YAN, NY 14527"
BRIGIOTTAS FARMLAND PRODUCE & GARDEN CENTER INC,716-484-1121,"375 E LIVINGSTON AVE, JAMESTOWN, NY 14701"
AFTERGLOW PEAK LLC,212-206-7820,"96 BALLYMONT DRIVE, MILLERTON, NY 12546"
ORCHARD VIEW FARM,585-205-6424,"2112 TOWNLINE RD, WATERPORT, NY 14571"
VALHALLA GARDEN CENTER INC,914-769-9595,"601 COLUMBUS AVE PO BOX 41, VALHALLA, NY 10595"
BLACK RIVER GREENERY,315-377-2287,"7189 STATE ROUTE 812, LOWVILLE, NY 13367"
WEAVERS FARM MARKET,607-263-2030,"1272 EAST SIDE ROAD, MORRIS, NY 13808"
HAVILAND FARM LLC,,"741 E BRANCH RD, PATTERSON, NY 12563"
JOY WALKING GARDENS,518-647-5143,"293 ROLLING MILL HILL ROAD, AU SABLE FORKS, NY 12912"
KINGS GREENHOUSE,716-372-4077,"1595 EAST STATE ROAD, OLEAN, NY 14760"
CANDY CANE FARM LLC,518-792-4778,"327 GANSEVOORT ROAD, FORT EDWARD, NY 12828"
DIZZY LIZZIE'S FARM,315-662-7565,"3823 SANDERSON RD, ERIEVILLE, NY 13061"
SONOFABEE FARM,914-475-4409,"6269 ROUTE 9, RHINEBECK, NY 12572"
TUMBERS LANDSCAPING LLC,315-252-9995,"5461 MARTIN RD, AUBURN, NY 13021"
SD LANG ENT INC DBA VAN SCOTER FLORIST,607-776-2184,"7209 ROUTE 54, BATH, NY 14810"
STEPHEN J. WALKER,518-734-3711,"680 ROUTE 10, WINDHAM, NY 12496"
LEANNE'S COUNTRY GARDENS,631-905-3270,"812 SOUND AVE, CALVERTON, NY 11933"
SHADE TREES NURSERY INC,631-722-4041," MILL LANE, MATTITUCK, NY 11952"
CREEKSIDE GARDENS AND GALLERIA,518-696-5867,"14 WARRENSBURG ROAD, STONY CREEK, NY 12878"
SCHICHTELS NURSERY INC,716-592-9383," WINKEY-GUNBARREL, SARDINIA, NY 14134"
MATHILDA GIFFORD,518-751-6797,"601 COUNTY ROUTE 8, GERMANTOWN, NY 12526"
"NYSARC, INC. CATTARAUGUS - NIAGARA COUNTIES CHAPTER",716-504-2617," INTANDEM GREENHOUSE & FLORAL, NIAGARA FALLS, NY 14304"
MAITRI FARM LLC,845-789-1522,"143 AMENIA UNION ROAD, AMENIA, NY 12501"
RED OAK NURSERIES INC,315-672-3055,"5860 IKE DIXON ROAD, CAMILLUS, NY 13031"
GRISAMORE FARMS LLC,315-497-1347,"749 COWAN ROAD, LOCKE, NY 13092"
AURORA RIDGE GARDENS,315-364-8063,"2498 ANGLING ROAD, AURORA, NY 13026"
THE ROSE FARM,585-924-3248,"7335 VALENTOWN ROAD, VICTOR, NY 145649714"
SEEBOLD FARM,518-868-4376,"2554 STATE HIGHWAY 7, COBLESKILL, NY 12043"
MARCUS FARMS INC,607-295-7527," ROUTE 36, ARKPORT, NY 14807"
CHUCKS GREENHOUSE,607-796-5459,"580 LATTA BROOK ROAD, ELMIRA, NY 14901"
EARLYBIRD FARM,607-272-1056,"806 ELMIRA ROAD, ITHACA, NY 14850"
ANGELS GROUND COVERS INC,914-788-0384,"1-7 HIDDEN MEADOW LANE, PUTNAM VALLEY, NY 10579"
COLORFUL GARDENS WHOLESALE LLC,631-369-5598,"35 MILL RD, CALVERTON, NY 11933"
ROSEDALE NURSERIES INC,,"57 E. SEARSVILLE ROAD, MONTGOMERY, NY 12549"
GABRIELSEN FARMS LLC,631-722-2306,"261 MANOR LANE, JAMESPORT, NY 11947"
AMOS ZITTEL &SONS INC,716-649-6340,"3275 WEBSTER RD, EDEN, NY 14057"
HAWKS WING TREE FARM,607-745-9045,"2616 AMES ROAD, CORTLAND, NY 13045"
SHORTZ LANDSCAPE ASSOC INC,315-986-5940,"1055 CANADAIGUA RD, MACEDON, NY 14502"
RECKNER GREENHOUSES & FARMS LLC,631-249-8053,"309 OLD EAST NECK RD, MELVILLE, NY 11747"
DAVID & ANNETTA FOX,,"3269 LAKE TO LAKE RD, STANLEY, NY 14561"
TROYS LANDSCAPE SUPPLY CO INC,518-785-1526,"1266 LOUDON ROAD, COHOES, NY 12047"
"FOXCHESTER, LLC",607-857-8308,"3305 COUNTY RD 7, MONTOUR FALLS, NY 14865"
RUDOLPH YODER,,"1927 CR5, BRUSHTON, NY 12916"
PAUL WATSON GREENHOUSES,585-615-7916,"10 WOODRUFF RD, RUSH, NY 14543"
FOUR WINDS FARM,845-255-3088,"158 MARABAC ROAD, GARDINER, NY 12525"
BLACK HORSE FARMS INC,518-731-8776,"155 FOUNTAIN FLATS ROAD, COXSACKIE, NY 12051"
VAN BOURGONDIEN C J INC,631-734-5300," MAIN ROAD, PECONIC, NY 11958"
GRETNA GARDENS,607-988-6808,"2664 STATE HIGHWAY 7, OTEGO, NY 13825"
AC LAWNSCAPE SUPPLY LLC,518-753-0350,"924 RT 22, CAMBRIDGE, NY 12816"
SHANAHAN TREE FARM LLC,716-957-8040,"3828 DALE ROAD, GASPORT, NY 14067"
JEFF AND CHRISSY BUHRMASTER,518-788-1506,"4120 RIVER RD, LATHAM, NY 12110"
K & M GREENHOUSE,,"6395 LAWSON RD, MAYVILLE, NY 14757"
BOCES WAYNE FINGER LKES,315-589-2600,"4440 E RIDGE ROAD, WILLIAMSON, NY 14589"
COOK AND GARDENER,518-563-9308,"139 TOM MILLER ROAD, PLATTSBURGH, NY 12901"
FARMERS WIFE CREATIONS,315-523-0405,"19355 CT RT 12, LAFARGEVILLE, NY 13656"
BUDZIES NURSERY - DIVISION OF BUDZIAK ENTERPRISES,518-673-8223,"6825 STATE HWY 10, CANAJOHARIE, NY 13317"
BONNIE PLANTS LLC,607-847-9911,"1700 COUNTY HIGHWAY 13, NEW BERLIN, NY 13411"
WILLIAM A SCHMID,914-355-1189,"91 SCHMID RD, NEW HAMPTON, NY 10958"
MOTHER'S MUMS,518-993-5502,"241 BROOKMAN'S CORNER ROAD, FORT PLAIN, NY 13339"
LOG CABIN PRODUCE,717-553-0977,"953 FORDSBUSH ROAD, FORT PLAIN, NY 13339"
SCARBOROUGH FIELDS & FLOWERS,845-741-4882,"2741 ALBANY POST RD, MONTGOMERY, NY 12549"
BURKHOLDER ELI & RACHEL,607-243-9992,"5293 RAY CROSBY ROAD, DUNDEE, NY 14837"
LITTLE WAGON ROADSIDE FARM STAND,," RT 22, WILLSBORO, NY 12996"
WAGENHALS R&SON NURSERY,716-671-3758,"707 GRAVEL ROAD, WEBSTER, NY 14580"
HHOTTT HOUSE GARDEN CENTER,518-891-4665,"33 PETROVA AVENUE, SARANAC LAKE, NY 12983"
PERCH RIVER GARDENS,315-782-2329,"27712 COUNTY ROUTE 54, DEXTER, NY 13634"
HEWITTS GARDEN CENTER INC,518-399-4959," RT 4 & I 90, EAST GREENBUSH, NY 12061"
JOES PLANT SHACK,315-491-3167,"4650 STATE RT 31, CLAY, NY 13041"
"HERKIMER CO. CHAPTER, NYSARC, INC.",315-574-7100,"411 FOLTS STREET, HERKIMER, NY 13350"
GOZO NF NURSERIES INC,718-743-1407,"2640 COYLE STREET, BROOKLYN, NY 11235"
HEMP FARMS LLC,917-442-3275,"401 DUANESBURG ROAD, SCHENECTADY, NY 12306"
MANDY SPRING FARM NURSERY INC,518-526-1331,"NEW COUNTRY WAY & OLD GLICK RD, SARATOGA SPRINGS, NY 12866"
RIVERMEDE FARM,518-576-4886,"49 BEEDE ROAD, KEENE VALLEY, NY 12943"
NORTH SERVICE RD NURSERY,631-293-2800,"25 NORTH SERVICE ROAD, DIX HILLS, NY 11746"
BORELLA WILLIAM,631-862-9182,"625 NORTH COUNTRY ROAD, ST JAMES, NY 11780"
ELHANNON NURSERY INC,518-686-5553," ROUTE 22 SOUTH SIDE, HOOSICK, NY 12089"
PIGGY GREENS MICROGREENS LLC,914-804-3373,"15 FRANKLIN AVENUE, BEDFORD HILLS, NY 10507"
BAUMANS FARM MARKET LLC,585-671-2820,"1340 FIVE MILE LINE ROAD, WEBSTER, NY 14580"
TWIN PINES GREENHOUSES,585-283-4280,"12631 RIDGE ROAD W, ALBION, NY 14411"
MICHAEL & SONS NURSERIES INC,914-592-6620,"200 TARRYTOWN RD, WHITE PLAINS, NY 10607"
BLOOMS BY BOGNER,315-732-3820," NEW HARTFORD SHOPPING CENTER, NEW HARTFORD, NY 13413"
IVAN BURKHOLDER,585-526-6062,"1158 KASHONG SWITCH ROAD, GENEVA, NY 14456"
BOBS TREES,518-6274260," KANIA ROAD, HAGAMAN, NY 12086"
RAY MAR TREE FARM,518-466-5322,"73 LANSING ROAD NORTH, SCHENECTADY, NY 12304"
PARADISE GARDENS,315-684-3602,"4489 BROOKS ROAD, MORRISVILLE, NY 13408"
CHESTNUT RIDGE NURSERY INC,716-725-8043," EAST MAIN STREET, SPRINGVILLE, NY 14141"
BILL & GERRYS FARM,716-731-5003,"3573 SAUNDERS SETTLEMENT ROAD, SANBORN, NY 14132"
PECONIC RIVER HERB FARM,631-369-0058,"2749 RIVER ROAD, CALVERTON, NY 11933"
BREEZE HILL FARM AND PRESERVE LLC,631-383-2589,"31215 COUNTY ROUTE 48, PECONIC, NY 11958"
TWIN BROOKS GARDEN CTR,845-494-6399,"62 NINE PARTNERS ROAD, STAATSBURG, NY 12580"
FAMILY TRADITIONS TREE FARM LLC,518-441-7605,"146 MILE LEVEL ROAD, FULTONVILLE, NY 12072"
LYNDAKER FARMS LLC,315-429-5030,"237 STATE ROUTE 29A, SALISBURY CENTER, NY 13454"
KOLBER'S FARM,518-767-3046,"916 US ROUTE 9 W, SELKIRK, NY 12158"
BISON NURSERY WHOLESALE INC,716-630-9767,"9000 MAIN STREET, CLARENCE, NY 14031"
LUCZAKS EVERGREEN FARMS,585-322-5417,"4616 WARSAW BOULEVARD, SILVER SPRINGS, NY 14550"
HIDDEN ACRE FARM,512-550-6321,"363 PETTICOAT LANE, BLOOMINGBURG, NY 12721"
KOPPERT CRESS USA LLC,631-734-8500,"2975 SOUND AVE, RIVERHEAD, NY 11901"
WIEMER HERMANN J-VNYARD,607-243-7971,"3962 ROUTE 14, DUNDEE, NY 14837"
PRIMEVAL FOREST LLC,716-990-4204,"2813 NIAGARA STREET, BUFFALO, NY 14207"
FRANCES FARMS LLC,845-292-3382,"467 MUTHIG ROAD, PARKSVILLE, NY 12768"
J HURTGAM FARMS,716-791-4968,"3216 RIDGE ROAD, RANSOMVILLE, NY 14131"
GLEN COTTAGE FARMS,518-428-2548,"382 CORBIN HILL ROAD, SPRAKERS, NY 12166"
DAVID D TROYER,585-968-0237,"8285 DEKAY ROAD, BLACK CREEK, NY 14714"
PRAYS MARKET GROWER,518-834-9150,"391 ROUTE 9N, KEESEVILLE, NY 12944"
BEYOND YOUR GARDEN CORP,518-937-3065,"162 COUNTY HIGHWAY 109, BROADALBIN, NY 12025"
JASPER MEADOWS FARM,607-257-6230,"26 PALMEAR ROAD, FREEVILLE, NY 13068"
FEELING THORNY TROPICALS,716-534-0044,"85 TREADWELL RD, TONAWANDA, NY 14150"
GEORGES MARKET & NURSERY LLC,518-785-4210,"240 WADE ROAD EXTENSION, LATHAM, NY 12110"
FAERY'S LANDSCAPING INC.,716-791-4680,"3170 RIDGE RD., RANSOMVILLE, NY 14131"
THE ART OF PROVIDENCE,631-666-4024,"33 CALIFORNIA AVE, BAY SHORE, NY 11706"
FOREVERGREEN FARMSRUS INC,607-227-3500,"8511 STEVENS RD, LINDLEY, NY 14858"
JONATHAN ZEISET,585-554-6226,"5075 TWITCHELL ROAD, RUSHVILLE, NY 14544"
NATIVE SUN FLOWERS,518-203-9600,"1470 ROUTE 9, CLIFTON PARK, NY 12065"
GARDENLAND INC,315-548-8983,"15 EAGLE STREET, PHELPS, NY 14532"
HARRINGTONS,585-757-2450,"4653 NORTH BYRON ROAD, ELBA, NY 14058"
EDLER ACRES,585-489-8110,"5673 ARBOR RD, ONTARIO, NY 14519"
LITTLE BY LITTLE NURSERY CORP DBA WILD GARDENS NURSERY,914-589-9536,"456 CROTON AVENUE, CORTLANDT MANOR, NY 10567"
GRACEFUL ROSES LLC,585-662-9065,"111 OWEN ROAD, FULTON, NY 13069"
TANNER HILL HERB FARM,607-547-8261,"294 TANNER HILL ROAD, COOPERSTOWN, NY 13326"
ANNE'S/ KOEHN GIFTS,315-835-0987,"723 DUBLIN HILL RD., AURORA, NY 13026"
UNDER THE TREE,607-351-4172,"201 DRY BROOK RD, WILLSEYVILLE, NY 13864"
TAYLOR GARDENS & ARTISTRY LLC,315-807-2272,"6005 MINOA ROAD, KIRKVILLE, NY 13082"
SCHUYLERS GREENHOUSE,518-842-5519,"6485 STATE HIGHWAY 30, AMSTERDAM, NY 12010"
GUTMANNS TREE NURSERY,716-345-4649,"12444 WARNER HILL ROAD, SOUTH WALES, NY 14139"
ROOT AND ROOST FARM,845-292-9126,"64 MINERAL SPRINGS RD, LIVINGSTON MANOR, NY 12758"
HUNTS TREE FARM,607-539-7582,"225 ELMIRA ROAD, ITHACA, NY 14850"
KC'S PRODUCE,607-324-9967,"8999 STATE RTE 21, COHOCTON, NY 14826"
HERMANCE NURSERIES,401-465-5165,"28 HERMANCE LANE, ULSTER PARK, NY 12487"
PEACHEY PRODUCE,607-869-5695,"5461 RTE 414, ROMULUS, NY 14541"
OLIVERA'S GARDEN,315-573-6712,"412 SYCAMORE TRAIL, NEWARK, NY 14513"
LIGHTHOUSE GARDENS,585-582-5725,"229 ONTARIO STREET, HONEOYE FALLS, NY 144721303"
ANTHONY DEMARCO & SONS INC,315-689-9884,"211 WEST MAIN ST, ELBRIDGE, NY 13060"
DOGWOOD ACRES GREENHOUSES,845-361-5129,"41 TOWNLEY LANE, CIRCLEVILLE, NY 10919"
KIMBERLYS GREENHOUSE INC,607-323-5120,"3438 ROUTE 26, GLEN AUBREY, NY 13777"
BRIAR BURR GARDENS,719-659-9593,"6113 BURR RD, TRUMANSBURG, NY 14886"
ONE NATURE LLC,845-440-1677,"363 PETTICOAT LANE, BLOOMINGBURG, NY 12721"
NEW AMSTERDAM NURSERY INC,631-672-0267,"408 WADING RIVER ROAD, MANORVILLE, NY 11949"
WEBER MIKE GREENHOUSES INC,716-822-8887,"42 FRENCH ROAD, WEST SENECA, NY 14224"
DELALIO SOD FARMS LLC,," DOCTORS PATH SOUND AVE &ROUTE1, RIVERHEAD, NY 11901"
BRONNER FARM LLC,845-629-7726,"41 TOWNLEY LANE, CIRCLEVILLE, NY 10919"
CHESTNUT RIDGE NURSERY INC,716-725-8043,"225 CRESCENT DRIVE, ORCHARD PARK, NY 14127"
STAR ROUTE FARM,914-874-9435,"796 COUNTY HIGHWAY 40, CHARLOTTEVILLE, NY 12036"
SUNSHINE MEADOWS,518-384-0086,"610 TANNER ROAD, CLIFTON PARK, NY 12065"
TURNBULL NURSERY INC,716-337-3812," MORGANO FARM-BRANT-NO COLLINS, BRANT, NY 14027"
IMBRIANO & SONS GARDEN SUPPLIES,631-2986569,"322-45 MAIN ST, CUTCHOGUE, NY 11935"
SWEET PEA FM PERENNIALS,518-631-4202,"121 FEDERAL HILL ROAD, BOLTON LANDING, NY 12814"
HALTON HAY,,"2071 ELM STREET, NEW WOODSTOCK, NY 13122"
SEAN DEMBROSKY,607-342-4953,"9408 CONGRESS STREET EXTENSION, TRUMANSBURG, NY 14886"
REDHEAD RANCH SOAPS & SUNDRIES,315-730-1412,"5132 CREAM HOLLOW ROAD, MORAVIA, NY 13118"
TOWER LOT NURSERY INC,631-404-8455,"608 TWOMEY AVE, CALVERTON, NY 11933"
UNDER THE TREE,607-203-0110,"58 MIDDAUGH ROAD, BROOKTONDALE, NY 14817"
OAK QUEENS LLC,845-636-8218,"810 QUEENS HWY, ACCORD, NY 12404"
SONSHINE VALLEY FARMS,607-722-2727,"200 CROCKER HILL RD, BINGHAMTON, NY 13904"
BLOSSOMS N BLOOMS ETC,315-397-2712,"6004 JAMES STREET, CONSTABLEVILLE, NY 13325"
HEATH FARM,607-232-4952,"48 W HEATH ROAD, WAVERLY, NY 14892"
SENSENIG JONATHAN,585-534-4255,"5299 CROWE ROAD, STANLEY, NY 1456114561"
SPOTH DONALD FARM,716-688-7644,"2715 TONAWANDA CREEK ROAD, AMHERST, NY 14228"
DRAUDT RONALD & SONS,716-648-7077,"4779 CLARK STREET, HAMBURG, NY 14075"
SCHULTZ GARDEN CENTER,518-399-9023,"88 HETCHELTOWN RD, GLENVILLE, NY 12302"
"PITTSFORD TREE AND LANDSCAPE, INC DBA VILLAGE GARDEN STORE LTD",585-624-2400,"3830 RUSH MENDON RD, MENDON, NY 14506"
RSK FARM,518-299-3198,"13255 ROUTE 23A, PRATTSVILLE, NY 12468"
SANG LEE FARMS INC,631-734-7001,"25180 COUNTY ROUTE 48, PECONIC, NY 11958"
FUNNY FARMS FAMOUS,631-734-7366,"36925 MAIN ROAD, CUTCHOGUE, NY 11935"
STYERS PEONIES LLC,610-616-3839,"3212 SUTTON ROAD, GENEVA, NY 14456"
EDWARD FOX,315-536-7818,"8319 FORD RD, BRANCHPORT, NY 14418"
VITALES FARM MARKET,,"7297 NORTH DIVISION STREET ROAD, AUBURN, NY 13021"
ZEHR'S FLOWERS & LANDSCAPING,,"8457 VAN AMBER ROAD, CASTORLAND, NY 13620"
KATONAH NURSERY INC,914-232-3570,"80 S AMENIA UNION, AMENIA, NY 12501"
LEONS FARM MARKET,315-963-3262,"4142 STATE ROUTE 104E, MEXICO, NY 13114"
EASTLAND FARMS INC,631-726-1961,"1260 MONTAUK HIGHWAY, WATER MILL, NY 11976"
DOWN TO EARTH,845-354-8500,"1040 ROUTE 45, POMONA, NY 10970"
HILLS CHRISTMAS TREE FARM,716-592-5096,"13214 BELSCHER ROAD, SPRINGVILLE, NY 14141"
THE LO FARM LLC,501-231-2460,"5204 ROUTE 32, CATSKILL, NY 12414"
STRAWS,518-572-4005,"1 OUELLETTE CIRCLE, KEESEVILLE, NY 12944"
NEW LEAF A,607-863-3404,"5858 TOWNLINE ROAD-TAYLOR, CINCINNATUS, NY 13040"
DOUBLE A VINEYARDS,716-672-8493," MILLER ROAD, FREDONIA, NY 14063"
LAPLANTS LAWN&PROP MTCE,585-727-3249,"7482 OLD LYONS ROAD, LYONS, NY 14489"
SEIB FARMS,516-903-4262,"127 BURRS LANE, DIX HILLS, NY 11746"
OLE' THYME FARM,,"2965 STATE ROUTE 21, WAYLAND, NY 14572"
KENT COUNTRYSIDE NURSERY INC,845-225-7766,"61 LUDINGTON COURT, CARMEL, NY 10512"
JOHNNIE & ERMA SHETLER,,"4969 WEST AVA ROAD, TABERG, NY 13471"
MILLERS FARM MARKET LLC,716-373-2073,"1685 OLEAN-PORTVILLE ROAD, OLEAN, NY 14760"
WILLIS' PRODUCE,607-207-6828,"931 W RIVER ROAD, NICHOLS, NY 13812"
EATON FARMS,315-524-8467,"280 N UNION STREET, ROCHESTER, NY 14609"
CAROLS PLANT SHED,631-366-2585,"196 SMTIHTOWN BOULEVARD, NESCONSET, NY 11767"
SCHEUERMANN FARMS GRNHS,845-258-4221,"73 LITTLE YORK ROAD, WARWICK, NY 10990"
TECHMERS NURSERY,845-255-7430," RT 32 ALLHUSEN ROAD, MODENA, NY 12548"
STOUGHTON FARM,607-642-3675,"10898 STATE ROUTE 38, NEWARK VALLEY, NY 13811"
JEWITT HILL GREENHOUSE,315-751-2835,"4505 DOOLITTLE RD, LOCKE, NY 13092"
HEWITTS GARDEN CENTER INC,518-399-4959,"621 MAPLE AVENUE, SARATOGA SPRINGS, NY 12866"
HUMBLE ROOTS TREE FARM,585-662-7476,"3533 LAFEVRE RD, BLOOMFIELD, NY 14469"
CAYUGA LANDSCAPE CO INC,607-257-3000,"1104 AUBURN RD, GROTON, NY 13073"
JOSEPHS GARDEN & GREENHOUSE,631-567-0292,"525 SMITHTOWN AVE, BOHEMIA, NY 11716"
GARDENWORKS FARM LLC,,"1055 RT 30, SALEM, NY 12865"
JOHN D MADURA FARMS,845-258-5489,"54 RUDINSKI LANE, PINE ISLAND, NY 10969"
BURKE PLANTS,518-651-7680,"50 SIMMS ROAD, CHATEAUGAY, NY 12920"
CLEAR CREEK DAHLIAS,716-307-3480,"44 LIBERTY STREET, ARCADE, NY 14009"
FORT HUNTER FARMS,518-526-4049,"2704 CURRY ROAD, SCHENECTADY, NY 12303"
"BRADFORD T. REEVE, SR. AND PAUL REEVE, INC.",631-722-3077,"891 MAIN ROAD, AQUEBOGUE, NY 11931"
K & T CREATIONS CO,518-821-0142,"167 HIGHLAND ROAD, CHATHAM, NY 12037"
MORRISVILLE STATE COLLEGE,315-684-6094," SPADER HORTICULTURE BUILDING, MORRISVILLE, NY 13408"
BELLE GROVE FOREST FARM,315-497-1455,"5737 SAYLES CORNERS RD, MORAVIA, NY 13118"
HELDERLEDGE FARM,518-765-4702,"435 PICARD ROAD, ALTAMONT, NY 12009"
DAVENPORT GARDEN CENTER,607-278-6909," DEL CO RD 10 AND ROUTE 23, DAVENPORT CENTER, NY 13751"
BEDFORD GREENHOUSE INC,716-5426110,"5675 BUELL STREET, AKRON, NY 14001"
EDWARD FELSENTHAL,917-282-5060,"95-14 132ND ST, SOUTH RICHMOND HILL, NY 11419"
ROMANSKI FARMS LILCO POLE,631-727-7668,"16 DEEP HOLE ROAD, CALVERTON, NY 11933"
TOMS THUMB LLC,716-537-9590,"13051 WHITNEY ROAD, HOLLAND, NY 14080"
BOKA FARMS INC,716-625-9471,"6021 CAMPBELL BOULEVARD, LOCKPORT, NY 14094"
STEDMAN OLD FRM NUR INC,716-778-8540," SAMPSON FARM-LOCKPORT OLCOTT R, NEWFANE, NY 14108"
POLLIWOGS GARDEN LLC,518-423-8913,"2202 STATE ROUTE 40, GREENWICH, NY 12834"
JANSEN E P NURSERY LLC,845-651-4106,"161 GLENMERE AVENUE, FLORIDA, NY 10921"
TURNPIKE COMPANY LLC,315-359-8401,"10164 TURNPIKE ROAD, CLYDE, NY 14433"
JULIANS SCHUYLER GREENHOUSE AND PRODUCE FARMS,315-735-9385,"2365 STATE ROUTE 5, UTICA, NY 13502"
BACKPORCH PRODUCE,716-946-8308,"10260 FAIRVIEW ROAD, FARMERSVILLE STATION, NY 14060"
BELLA TERRA FARM,518-673-5673,"418 LYNK ST, SPRAKERS, NY 12166"
HARVESTVIEW FARM,716-672-4822,"4936 WEST MAIN ROAD, FREDONIA, NY 14063"
BROTHER BROWN FLOWERS,607-343-4983,"1108 UPPER FRONT STREET, BINGHAMTON, NY 13905"
ALBERT H SCHMITT,631-277-3805,"6 BAGATELLE ROAD, DIX HILLS, NY 11746"
HALLOCK CIDER MILL INC,631-298-1140,"1960 RT 25, LAUREL, NY 11948"
DECKERS FLATS GREENHOUSE,518-546-3369,"2923 DUGWAY ROAD, PORT HENRY, NY 12974"
ORIENTAL GDN SUPPLY LLC,585-586-3850,"448 WEST BLOOMFIELD ROAD, PITTSFORD, NY 14534"
R S PARKER LANDSCAPING & GARDEN CENTER,,"791 ROUTE 64, ELMIRA, NY 14903"
COUNTRY ROADS FAMILY FARM LLC,845-220-7212,"22121 KNOWLESVILLE ROAD, PAMELIA, NY 13601"
CARADONNA FARMS,845-234-3608,"1394 ROUTE 9W, MARLBORO, NY 12542"
NICOTRA FARMS INC,315-656-7435,"6762 FLY ROAD, EAST SYRACUSE, NY 13057"
SUNNY RIDGE GREENHOUSE,518-483-0402,"1997 STATE ROUTE 11B, NORTH BANGOR, NY 12966"
ANNS PURPLE PRODUCE,315-986-3766,"1206 NOLAN ROAD, MACEDON, NY 14502"
SEABERT FARMS,716-946-4866,"3682 RIDGE RD, LOCKPORT, NY 14094"
WHISTLE DOWN FARM LLC,607-342-6816,"20 SCHOOL TEACHER RD, HUDSON, NY 12534"
WHITMAN NURSERIES INC,631-722-3000,"1017 MAIN ROAD ROUTE 25, AQUEBOGUE, NY 11931"
MOMS FLOWERS,315-531-8038,"1533 CARROLL ROAD, PENN YAN, NY 14527"
KINGS COUNTY NURSERIES INC,718-493-2363,"625 NEW YORK AVENUE, BROOKLYN, NY 11203"
TANDAMITI LLC,716-532-3421,"12642 PLANCK ROAD, PERRYSBURG, NY 14129"
TWIN POND GRNHS&NURSERY,845-457-1991,"531 RIVER RD, MONTGOMERY, NY 12549"
KENNETH J LINDSTROM,(716) 648-2371," ROUTE 219, ASHFORD, NY 14171"
