BRIZZELL'S FLOWERS,518-783-3131,"562 LOUDON ROAD, NEWTONVILLE, NY 12128"
MAIER FARMS,585-265-3273,"450 PHILLIPS ROAD, WEBSTER, NY 14580"
OLISH FARMS INC,631-325-0535," EASTPORT MANOR ROAD, EASTPORT, NY 11941"
GLASS HOUSE FARMS,661-378-4555,"10 PINCKNEY ROAD, ITHACA, NY 14850"
LILLIE ACRES GREENHOUSE,716-532-4299,"14246 SCHOOL STREET, COLLINS, NY 14034"
BRENDAN HATHAWAY,518-588-2268,"1043 PARK AVE, SCHENECTADY, NY 12308"
LEVI WENGER,518-993-9985,"429 CO HWY 32A, CHERRY VALLEY, NY 13320"
LEROY GEHMAN,518-993-3532,"187 YOUNGS RD, FORT PLAIN, NY 13339"
FARMERS WIFE CREATIONS,315-523-0405,"16436 CT RT 12, LA FARGEVILLE, NY 13656"
AMBERG GRAPEVINES LLC,315-462-3288,"2399 WHEAT ROAD, CLIFTON SPGS, NY 14432"
FINAL TOUCH,315-796-5789,"2704 STATE ROUTE 315, DEANSBORO, NY 13328"
MOSES J YODER,,"1716 STATE HWY 11 B, POTSDAM, NY 13676"
MEADOWVIEW LLC,585-374-5080,"7727 ROUTE 21, NAPLES, NY 14512"
TOP NOTCH GARDEN CENTER AT NEWPORT MARKETPLACE,315-7175333,"7583 MAIN STREET, NEWPORT, NY 13416"
HIDDEN SPRINGS TREE FARM LLC- GROW,607-525-6456,"4310 BINES HILL ROAD, ANDOVER, NY 14806"
GOZO NF NURSERIES INC,718-743-1407,"2572 COYLE STREET, BROOKLYN, NY 11235"
MOUNTAIN LAKE SERVICES,518-546-3386,"55 LORD RD., ELIZABETHTOWN, NY 12932"
STYMUS FARMS LLC,,"13991 MAPLE STREET, ALBION, NY 14411"
SPRUCE IT UP TREE FARM,607-587-9300,"1658 MOLAND RD, ALFRED STATION, NY 14803"
ERETZ GOSHEN FARMS INC,516-972-8847,"71 DZIERZEK LANE, NEW HAMPTON, NY 10958"
CASE FARMS NURSEY LLC,315-256-5458,"6906 COUNTY RD 32, CANANDAIGUA, NY 14424"
"ZINO NURSERIES AND LANDSCAPING, INC",914-669-5633,"45 HARDSCRABBLE ROAD, NORTH SALEM, NY 10560"
BISSETT - A SITEONE COMPANY,216-706-9250,"282 LONG ISLAND AVE, HOLTSVILLE, NY 11742"
PERENNIAL CHARM NURSERY LLC,631-537-0775,"BOX 61 NARROW LANE EAST, SAGAPONACK, NY 11962"
NEW YORK HEMP SERVICE LLC,518-249-4750,"4269 ROUTE 9, HUDSON, NY 12534"
ROOTS TO BLOOM,716-603-0892,"196 NORTH PARK AVE, BUFFALO, NY 14216"
WEISS NURSERY & LANDSCAPING LLC,845-677-9990,"2701 ROUTE 82, LAGRANGEVILLE, NY 12540"
WILLOW CREEK GREENHOUSE,315-781-2869,"2660 COUNTY ROAD 6, GENEVA, NY 14456"
LAURA TEN EYCK,518-545-1458,"287 ALTAMONT RD, ALTAMONT, NY 12009"
POUND RIDGE NURSERY AND GARDEN CENTER INC,914-764-5781,"6 POUND RIDGE RD, POUND RIDGE, NY 10576"
DELEA LEASING CORP DBA DELEA SOD FARMS,631-964-6600,"676 DEER PARK AVENUE, HUNTINGTON STATION, NY 11746"
ANNUTTOS FARM STAND LLC,607-432-7905,"5396 STATE HIGHWAY 7, ONEONTA, NY 13820"
LIBERTY FARMS,518-573-3436,"848 ST. DAVIDS LANE, SCHENECTADY, NY 12309"
A&L PRODUCE,607-535-2799,"3961 ROUTE 14A, WATKINS GLEN, NY 14891"
LAKESIDE SOD SPLY CO IN,716-741-2877," VAN BUREN FRM-10870 KELKENBERG, CLARENCE CENTER, NY 14032"
NATURE BY DESIGN,315-891-3952,"2410 CASTLE ROAD, NEWPORT, NY 13416"
SUNNY SIDE GREENHOUSE,585-554-5198,"519 STATE ROUTE 247, RUSHVILLE, NY 14544"
STILLMANS GREENHOUSE AND GARDEN CENTER LLC,607-535-7366,"251 S CATHERINE STREET, MONTOUR FALLS, NY 14865"
HUBINA TREE FARM,315-429-3450,"328 LOTVILLE ROAD, DOLGEVILLE, NY 13329"
POST ST FARM DBA ROGUE TOMATO FARMS LLC,315-527-7396,"3460 POST ST, CLINTON, NY 13323"
STILL MEADOW NURSERY INC,315-253-4496," GRANT AVENUE-GATES ROAD, AUBURN, NY 13021"
VERDERBER LANDSCAPE NURSERY INC.,631-722-4388,"459 ROUTE 25, AQUEBOGUE, NY 11931"
GOOD EARTH FARMS,716-432-3160,"14007 PARK AVENUE, WATERPORT, NY 14571"
TOMARCHIO'S GREENEHOUSE,315-732-8825,"12 FARVIEW HEIGHTS, UTICA, NY 13501"
PAUL HARTMAN,716-864-5608,"3417 WEST YORKSHIRE ROAD, YORKSHIRE, NY 14173"
A&W GREENHOUSE AND GARDENS,315-508-5116,"463 WEST MAIN STREET, LITTLE FALLS, NY 13365"
HARVEST MOON,716-634-8290,"4202 UNION RD, CHEEKTOWAGA, NY 14225"
ANGIE'S GARDEN NURSERY,845-706-0867,"2615 LUCAS TURNPIKE, HIGH FALLS, NY 12440"
SUNFLOWER RIDGE PRODUCE & GREENHOUSE,518-993-4862,"502 FREYSBUSH ROAD, FORT PLAIN, NY 13339"
E&J REWILDING CORP,914-419-2012,"456 CROTON AVENUE, CORTLANDT MANOR, NY 10567"
ELEANOR PERRY,607-962-1351,"131 E HIGH ST, PAINTED POST, NY 14870"
HEALING HOMESTEAD,716-534-4299,"1102 NASH RD, NORTH TONAWANDA, NY 14120"
MT. VISION GARDEN CENTER INC,607-432-1260,"102 BLOOD MILLS ROAD, MOUNT VISION, NY 13810"
KALLECO NURSERY CORP,845-658-3553,"801 ROUTE 32, TILLSON, NY 12486"
SHAKER CREEK FARM LLC,413-441-4223,"266 WINSLOW ROAD, EAST NASSAU, NY 12062"
LAKE SIDE GREENHOUSE,585-694-4246,"3500 MUMBY RD, CANANDAIGUA, NY 14424"
LILLIES OF FIELD PERRENIALS & GIFT SHOP,518-299-3637,"417 BARNEY MOORE ROA, PRATTSVILLE, NY 12468"
MCDONOUGHS FARM,518-477-4841,"199 PHILLIPS ROAD, EAST GREENBUSH, NY 12061"
TRANKA JOSEPH & SON FLORIST,518-885-5410,"1602 AMSTERDAM ROAD RD 1, BALLSTON SPA, NY 12020"
ALMA STUZMAN,518-497-6075,"815 TROUT RIVER ROAD, BURKE, NY 12917"
CHESTER FLOWER SHOP INC,315-797-2360,"1117 YORK STREET, UTICA, NY 13502"
RAINY DAY GREENHOUSE & NURSERY,845-656-1942,"113 STATION ROAD, CAMPBELL HALL, NY 10916"
BEDFORD NURSERY,914-234-7083,"235 GREENWICH ROAD #1, BEDFORD, NY 10506"
ADIRONDACK TREE COVELS TREE FARM & NURSERY,518-643-8723,"842 MANNIX, PERU, NY 12972"
THE FARM AT  MILLERS CROSSING,518-851-2331,"81 ROXBURY ROAD, HUDSON, NY 12534"
DIANE'S GREENHOUSE,607-371-3295,"1421 MOON HILL ROAD, DUNDEE, NY 14837"
GREEN HILL FARM,,"236 ARGERSINGER RD, FULTONVILLE, NY 12072"
GOZO NF NURSERIES INC,718-743-1407,"2612 COYLE STREET, BROOKLYN, NY 11235"
EMMAS GARDEN GROWERS INC,631-692-7627,"7645 ALVAHS LANE, CUTCHOGUE, NY 11935"
MARCUS FARMS INC,," WILLEY ROAD, DANSVILLE, NY 14437"
DAVID S ESH,315-694-1400,"2081 YERKES RD, ROMULUS, NY 14541"
"CUTTING GARDEN THE, LLC",845-295-0207,"4055 STATE ROUTE 52, YOUNGSVILLE, NY 12791"
NYS ARC INC MONTGOMERY COUNTY CHAPTER -GROW,518-954-2039,"2805 STATE HIGHWAY 67, JOHNSTOWN, NY 12095"
DELEA LEASING CORP  DBA DELEA SOD FARMS,631-368-8022," OREGON AND DEPOT ROAD, CUTCHOGUE, NY 11935"
SENECA LANDSCAPE,,"2110 GANO ROAD, MONTOUR FALLS, NY 14865"
INVINCIBLE SUMMER FARMS,631-512-8270,"1475 WESTPHALIA RD, MATTITUCK, NY 11952"
WESTERN NEW YORK HOSTA SOCIETY,716-941-6167,"8655 FALLS ROAD, WEST FALLS, NY 14170"
KREHER ENTERPRISES LLC,716-648-4673,"7189 GOWANDA STATE RD, EDEN, NY 14057"
KEIL NORMAN NURSERY,631-584-6330,"4735 WESTPHALIA AVENUE, MATTITUCK, NY 11952"
PEACE OF THE PIE LLC,,"3380 ROUTE 39, COLLINS, NY 14034"
THE GREENERY,585-457-3022,"5579 MICHIGAN ROAD, ARCADE, NY 14009"
MURCOTT RICHARD,516-922-7748,"18 LINDEN LN, EAST NORWICH, NY 11732"
SUNSET VIEW PRODUCE FARM,,"9657 N STEUBEN RD, REMSEN, NY 13438"
SOLON GARDENS,607-836-8972,"3673 STATE ROUTE 41, CINCINNATUS(SOLON), NY 13040"
NORTHLAND GARDENS INC,518-798-4277,"423 WEST MOUNTAIN ROAD, QUEENSBURY, NY 12804"
BONNIE PLANTS INC,,"2290 ALBANY POST ROAD, WALDEN, NY 12586"
CLEATUS FARMS INC,," OHARE ROAD, MIDDLETOWN, NY 10941"
ASCAPE LANDSCAPE & CONST. CORP,845-353-6500,"1047 ROUTE 45, POMONA, NY 10970"
HARPUR HILL FRUIT FARM LLC,607-693-1059,"1218 E. WINDSOR RD, NINEVEH, NY 13813"
MCR FARMS,716-549-1038,"11086 BRANT RESER RD, BRANT, NY 14027"
SHIRLEY S MARTIN,315-7191633,"711 CTY RD 6, PHELPS, NY 14532"
MARTIN DANIEL & RUTH,585-526-7056,"1680 TOOMEY ROAD, BELLONA, NY 14415"
DAN HERSHBERGER,,"23 FRAZER RD, PULASKI, NY 13142"
RENAISSANCE FLORAL GALLERY,607-349-2049,"199 MAIN STREET, BINGHAMTON, NY 13905"
CHUCK HAFNER FARM,315-458-2231,"7265 BUCKLEY ROAD, NORTH SYRACUSE, NY 13212"
ECHO ORCHARD LLC,802-578-0731,"8151 COUNTY HIGHWAY 26, HAMDEN, NY 13782"
ADRIENNE J. PLOSS DBA HICKORY HURST FARM,716-789-9427,"4083 WEST LAKE ROAD, MAYVILLE, NY 14757"
DRAKES GREENHOUSE,315-578-2359,"417 STATE HIGHWAY 184, HEUVELTON, NY 13654"
CHOINIERE FARMS & EQUIPMENT,518-521-3496,"2712 ROUTE 11B, NORTH BANGOR, NY 12966"
COUNTY LINE TREE FARM,607-3164904," ROUTE 12 NORTH, SHERBURNE, NY 13460"
GRACE'S GREEN THUMB,315-777-0765,"9846 STATE RT 812, CROGHAN, NY 13327"
ROCKIN HOPS LLC,518-899-4288,"45 CARY ROAD, MECHANICVILLE, NY 12118"
D&E PRODUCE,607-869-5691,"5839 ROUTE 96, ROMULUS, NY 14541"
HERITAGE FARM & GARDEN INC,516-922-1026,"6050 NORTHERN BLVD, EAST NORWICH, NY 11732"
POWERS COUNTRY GARDENS,631-886-1407,"886 ROUTE 25A, MILLER PLACE, NY 11764"
SHADOW BROOKE VIEW GREENHOUSE,607-264-3395,"5573 ROUTE 20, EAST SPRINGFIELD, NY 13333"
SCHLABACH'S NURSERY,585-798-6198,"10772 MILL ROAD, LYNDONVILLE, NY 14098"
RURAL & MIGRANT MINISTRY INC,908-875-7303,"1725 BRENTWOOD RD, BRENTWOOD, NY 11717"
ROSEDALE NURSERIES INC,845-255-8874,"542 SAND HILL ROAD, GARDINER, NY 12525"
YODERS GREENHOUSE,,"1210 STATE ROAD 248A, WHITESVILLE, NY 14897"
R J SCHICKLER NURSERY,585-746-3393,"820 CHILI SCOTTSVILLE RD, SCOTTSVILLE, NY 14546"
WINDY RIDGE ACRES,315-376-0128,"9085 RIDGE ROAD, CASTORLAND, NY 13620"
HIDDEN SPRINGS TREE FARM LLC,,"3497 COUNTY ROUTE 61, ANDOVER, NY 14806"
HAFF ACRES FARM LLC,716-753-2467,"5065 WEST LAKE ROAD, MAYVILLE, NY 14757"
ACOCELLA LANDSCAPINGLTD,914-723-2700,"68 GAYLOR ROAD, SCARSDALE, NY 10583"
DUTCHESS COUNTY CCE,845-677-8223,"2715 ROUTE 44, MILLBROOK, NY 12545"
ELMERS ACRES,716-260-0006,"8849 EAST EDEN RD, EDEN, NY 14057"
ENGELS ACRES,518-874-1350,"445 BRUNSWICK RD, TROY, NY 12180"
MICHAEL BESHON,518-536-6305,"168 JERSEY SWAMP ROAD, PLATTSBURGH, NY 12901"
W&K SPLIT RAIL NURSERY & TREE FARM,845-795-5643,"346 MAHONEY ROAD, MILTON, NY 12547"
DAVIS NURSERY LLC,607-965-8223,"172 EAST WALT DAVIS ROAD, EDMESTON, NY 13335"
LEAF ME BE,585-746-9515,"8095 STATE ROUTE 90, PORT BYRON, NY 13140"
ROBINSONS FLORIST & GIFTS,315-245-2140,"3020 MCCONNELLSVILLE, BLOSSVALE, NY 13308"
GROUNDWORKS LANDSCAPING INC,631-324-7373,"530 MONTAUK HWY, EAST HAMPTON, NY 11937"
NOON CONSULTING,870-321-2705,"17 MIDDLE COUNTRY ROAD, MIDDLE ISLAND, NY 11953"
OAK HILL GREENHOUSE,,"585 OAK HILL ROAD, FREWSBURG, NY 14738"
BOICES FARM,845-246-7426,"600 KINGS HIGHWAY, SAUGERTIES, NY 12477"
ZIMMERMANS HOMEGROWN PRODUCE,315-536-7182,"936 LOVEJOY ROAD, PENN YAN, NY 14527"
GREEN FROG CONSULTING LLC,719-427-9882,"4795 US-219, GREAT VALLEY, NY 14741"
WEAVER'S FARM MARKET,585-554-6569,"4100 POWELL ROAD, CANANDAIGUA, NY 14424"
BERLE FARM,518-686-3249,"319 BEECHWOOD RD, HOOSICK, NY 12089"
WATAUGA FALLS MARKET,607-746-3589,"45793 STATE HIGHWAY 10, DELHI, NY 13753"
MARTIN GILBERT GREENHOUSE,716-625-9554,"6428 BEAR RIDGE ROAD, LOCKPORT, NY 14094"
MARBRI NURSERY LLC,,"985 UNION AVE, AQUEBOGUE, NY 11931"
WENGERD NOAH,,"11723 RESERVOIR ROAD, WAYLAND, NY 14572"
DAISY GARDEN CORP,631-363-2708,"18 PARK AVENUE, BLUE POINT, NY 11715"
TAIDA ORCHIDS NY INC,845-744-3988,"156 DUBOIS STREET, PINE BUSH, NY 12566"
BROCKHAMMER FARM,315-250-8147,"290 FRYE ROAD, FORT COVINGTON, NY 12937"
5 CORNERS GREENHOUSE,315-783-5600,"27516 FIVE CORNERS ROAD, CALCIUM, NY 13616"
VERDERBER LANDSCAPE NURSERY INC.,631-722-4388," PECONIC BAY BLVD, JAMESPORT, NY 11947"
ROSEDALE NURSERIES INC,914-769-1300,"51 SAW MILL RIVER RD RT 9A, HAWTHORNE, NY 10532"
ADK GROWERS LLC,315-328-4482,"2825 STATE HWY 11B, HOPKINTON, NY 12965"
DREAMING GREEN NURSERY,585-443-0958,"27 FRUIT STREET, PERRY, NY 14530"
PETAL CREEK FARM LLC,253-376-8391,"639 SPRING LAKE ROAD, RED HOOK, NY 12571"
J&E GREENHOUSE,,"6154 ROUTE 305, BLACK CREEK, NY 14714"
JIM STAKEY GREENHOUSES LLC,631-722-4435,"310 WEST LANE, AQUEBOGUE, NY 11931"
LAUREL GROVE GREENHOUSE LLC,914-856-2713,"16 HIGH STREET, PORT JERVIS, NY 12771"
ALAN FRANKES NURSERY,315-926-5128,"4169 HALL CENTER RD/UPPER SPITTAL, WALWORTH, NY 14568"
MARK MOSKOWITZ LANDSCAPE DESIGN,631-329-5971,"1471 SCUTTLEHOLE ROAD, BRIDGEHAMPTON, NY 11932"
CHARIS MEADOW FARM,607-207-7880,"223 FRANZEN RD, RICHMONDVILLE, NY 12149"
PINE ROSE FARM LLC,607-351-0200,"5186 PINE RIDGE ROAD, TRUMANSBURG, NY 14886"
LAKESIDE SOD SUPPLY CO IN,716-741-2877,"6660 GOODRICH ROAD, CLARENCE CENTER, NY 14032"
GUPTILLS GREENHOUSE,518-4215750,"173 STATE ROUTE 144, HANNACROIX, NY 12087"
FINKS COUNTRY FARM INC,631-886-2272,"6242 MIDDLE COUNTRY RD, MANORVILLE, NY 11949"
JJ'S FLOWERS,315-465-4152,"4499 ROUTE 11, PIERREPONT MANOR, NY 13674"
DOUBLE A VINEYARDS INC,716-672-8493," DENNISON & KING RDS, IRVING, NY 14081"
MANDY SPRING FARM NURSERY INC,518-642-3676,"1637 COUNTY ROUTE 28, GRANVILLE, NY 12832"
HICKORY HOLLOW LANDSCAPERS LTD,845-354-8946,"713 ROUTE 17S, TUXEDO, NY 10987"
ORNAMENTAL PLANTINGS GREENHOUSE,631-765-2410," ROUTE 48, SOUTHOLD, NY 11971"
HEAVEN SENT FARM,315-789-8138,"100 BOSTWICK RD, PHELPS, NY 14532"
CANAAN GENERALSTORE LLC,518-781-7900,"13361 ROUTE 22, CANAAN, NY 12029"
PEAT & SON CORPORATION,,"301 REEVES AVE, RIVERHEAD, NY 11901"
GARDENIA DESIGNS LANDSCAPING INC,315-794-2305,"10703 MILLER RD, UTICA, NY 13502"
"ZINO NURSERIES AND LANDSCAPING, INC",518-325-3658," NORTH MOUNTAIN RD - FARM C, COPAKE FALLS, NY 12517"
ZUKE ACRES LLC,607-206-8200,"371 HUNT HILL ROAD, PORT CRANE, NY 13833"
EWECASTLE,518-842-3556,"375 LANGLEY ROAD, AMSTERDAM, NY 12010"
CHEAP SAMS PLANT BARGAINS LLC,203-686-0252,"148 MORRIS AVE NORTH, HOLTSVILLE, NY 11742"
COUNTRY FLOWERS GIFTS & GOODIES INC,845-647-5256,"2 RIVER ST, NAPANOCH, NY 12458"
YOUNG HICKORY FLOWER FARM INC,607-525-6564,"2819 COUNTY ROUTE 117, TROUPSBURG, NY 14885"
SCENIC HILL GREENHOUSE,518-483-2570,"272 MONTGOMERY RD, BURKE, NY 12917"
WAYSIDE FARMS,315-594-2000,"12624 RIDGE ROAD, WOLCOTT, NY 14590"
LOCAL ROOTS FARM,716-870-6584,"5328 W LAKE RD, BURT, NY 14028"
STONE BROTHERS,315-655-3213,"3652 MILESTRIP ROAD, CANASTOTA, NY 13032"
BOBS TREES,518-627-4260," LAKE ROAD, HAGAMAN, NY 12086"
PACHAMAMA MARKET GARDEN LLC,347-749-0560,"1565 GRAND CONCOURSE 1A, BRONX, NY 10452"
FLOWERING MDOW NRS INC,518-946-7828,"269 GLEN ROAD, JAY, NY 12941"
BACK YARD GREENHOUSE,,"5666 FLAT IRON RD, CONEWANGO VALLEY, NY 14726"
LA CORTES FARMSTAND,516-315-0821,"339 MONTAUK HIGHWAY, MORICHES, NY 11955"
TNT GREENHOUSES,315-695-5610,"21 WHITEWOOD TRACT, PHOENIX, NY 13135"
CHAMBERLAIN ACRES,607-259-7907,"824 BROADWAY, ELMIRA, NY 14904"
JC & PC CORP DBA CERES FARM,516-974-8630,"24 EAST STREET, SOUTH SALEM, NY 10590"
ZIMMERMAN CHRISTIAN,607-243-8282,"5009 BIGELOW HILL ROAD, DUNDEE, NY 14837"
RICHARD VANDERWALKER,716-772-2450,"4323 ROYALTON CENTER ROAD, GASPORT, NY 14067"
CHEEVER COUNTRY GARDENS,518-546-7935,"4644 NYS RT 9N, PORT HENRY, NY 12974"
SMIL'N BLOOM,716-761-2111,"8108 BAILEY HILL RD, SHERMAN, NY 14781"
GOSSETT BROTHERS NURSERY,914-763-3001,"1202 ROUTE 35, SOUTH SALEM, NY 10590"
BITTERSWEET FARM,315-344-0443,"1249 STATE HIGHWAY 184, HEUVELTON, NY 13654"
WHITMORE NURSERIES INC,631-267-3756," HORTON AVE, RIVERHEAD, NY 11901"
PARMELEE FARMS INC PULLYS FARM MKT,585-768-2280,"-8165 PARMELEE, LEROY, NY 14482"
MONUMENT MOUNTAIN FARMS LLC,607-743-2166,"144 THOMPSON ROAD, WINDSOR, NY 13865"
SARATOGA SOD FARM INC,518-664-5038,"4064 RIVER ROAD, SCHAGHTICOKE, NY 12154"
MILL POND EVERGREEN NURSERY,315-532-2665,"8295 STATE ROUTE 104A, RED CREEK, NY 13143"
MORRIS HEMP,716-392-7513,"2310 BOWEN RD., ELMA, NY 14059"
WILLY NILLY GARDENING LLC,518-524-6804,"167 RIVER STREET, SARANAC LAKE, NY 12983"
ERIE WAY TREE FARM,585-638-7017,"4770 S HOLLEY RD, HOLLEY, NY 14470"
VANBUREN ENTERPRISES,716-913-5957,"6865 WOLCOTTSVILLE RD, AKRON, NY 14001"
MOUNTAIN VIEW HANDCRAFTED GIFTS AND THINGS LLC,845-705-7953,"120 MOUNTAIN VIEW ROAD, FISHKILL, NY 12524"
HILLTOP NURSERY & GARDEN CENTER,914-468-6633,"2028 ALBANY POST RD, CROTON ON HUDSON, NY 10520"
ALTAMONT ORCHARDS INC,518-861-6515,"6654 DUNNSVILLE ROAD, ALTAMONT, NY 12009"
W3WORKS,585-223-5174,"10 OTTERDEN LN, FAIRPORT, NY 14450"
ROCKEFELLER RANCH LLC,845-389-8547,"440 COUNTY RT 6, GERMANTOWN, NY 12526"
WEGMANS #156,585-208-6447,"770 BROADWAY, NEW YORK, NY 10003"
AMOS ZITTEL &SONS INC,716-992-4574,"3208 BLEY ROAD, EDEN, NY 14057"
RUSSELLS TREE & SHRUB FARM LLC,716-689-6764,"7315-7285 SALT ROAD, CLARENCE, NY 14032"
COUNTRYSIDE POWER & LANDSCAPE,518-796-1245,"1107 STATE ROUTE 22, CAMBRIDGE, NY 12816"
BMM FARMS LLC,516-369-0113,"1368 NORTHVILLE TURNPIKE, RIVERHEAD, NY 11901"
WILD APPLE MULCH INC,518-257-2543,"4656 SACANDAGA ROAD, GALWAY, NY 12074"
SKY-HIGH TURF FARM,315-687-6510,"8072 LAKEPORT ROAD, CHITTENANGO, NY 13037"
AUDRA MACCOLLUM,315-468-6020,"602 CHERRY RD, SYRACUSE, NY 13219"
FARMIRS FLOWERS,315-391-8643,"829 KEENEY RD, FABIUS, NY 13063"
BROOKLYN BOTANIC GARDEN,718-623-7200,"1000 WASHINGTON AVENUE, BROOKLYN, NY 11225"
RIVER SIDE FARMS,716-560-5594,"3314 RIVERSIDE DRIVE, SCIO, NY 14880"
CUMMINS NURSERY/INDIAN CREEK FARM,607-227-6147,"1408 TRUMANSBURG RD, ITHACA, NY 14850"
PARSONS VEGETABLES,518-284-2330,"756 US ROUTE 20, SHARON SPRINGS, NY 13459"
"SMOKING LIZARD, LLC",718-885-1269,"2453 7TH AVENUE, NEW YORK, NY 10030"
KENNETH J LINDSTROM,716-648-2371,"7314 BOSTON STATE ROAD, HAMBURG, NY 14075"
STARKIE BROS GARDEN CENTER,631-293-7148," DEPOT LN, CUTCHOGUE, NY 11935"
ALLEN Z ZIMMERMAN,315-536-9034,"1771 HOYT RD, PENN YAN, NY 14527"
C&J FARMS & GREENHOUSE LLC,315-623-9516,"280 LOWER ROAD, CONSTANTIA, NY 13044"
JOSEPH HEBERLE FARMS,,"1951 REDMAN RD, HAMLIN, NY 14464"
SHAQDIS BOOKS & MARKETPLACE INC,315-549-5489,"1394 HENNESSEY RD, ONTARIO, NY 14519"
CLEATUS FARMS INC,201-769-3099,"35 BART BULL ROAD, WALLKILL, NY 12924"
VALLEY VIEW GREENHOUSE,607-243-3796,"1714 PORTERS CORNERS RD, DUNDEE, NY 14837"
TICKLE THE EARTH,315-583-5660,"13501 COUNTY ROUTE 155, ADAMS CENTER, NY 13606"
NATURAL BRIDGE FARM,518-843-1319,"778 STATE HIGHWAY 67 EAST, AMSTERDAM, NY 12010"
CLARKS LAVENDER FARM,802-498-7512,"860 STATE ROAD 20, NEW LEBANON, NY 12125"
WERNER FARMS,585-414-7904,"8427 WEST HENRIETTA ROAD, RUSH, NY 14543"
LOCUST GROVE PRODUCE,315-536-6698,"772 PRE-EMPTION ROAD, PENN YAN, NY 14527"
BOUTONS GREENHOUSES,607-547-5210,"6444 STATE HIGHWAY 28, FLY CREEK, NY 13337"
HAPPY RETURNS,315-493-4535,"3345 FULLER ROAD, CARTHAGE, NY 13619"
NORTHERN DUTCHESS BOTANICAL GARDENS,845-876-2953,"389 SALISBURY TURNPIKE, RHINEBECK, NY 12572"
MAPLE RIDGE ENTERPRISES,716-681-4931,"3717 BOWEN ROAD, LANCASTER, NY 14086"
FROSCHAUERS GREENHOUSES,315-338-0639,"6696 S JAMES ST, ROME, NY 13440"
CONSTANTINE CONST AND FARM INC,518-458-8294,"564 ALBANY SHAKER RD, ALBANY, NY 12211"
SLATER FARM,315-374-7450,"2701 WISE ROAD, CATO, NY 13033"
NFK ENTERPRISES,716-830-1490,"6155 SALT ROAD, CLARENCE, NY 14031"
HILLTOP GREENHOUSE,AMISH,"9087 COUNTY ROUTE 15, FILLMORE, NY 14735"
PALMITERS GARDEN NRSY,585-226-3073,"2675 AVON GENESEO ROAD, AVON, NY 14414"
NG GROWERS INC DBA NANTICOKE GARDENS,607-341-5699,"2095 STATE ROUTE 26, ENDICOTT, NY 13760"
CAROL WATSON GREENHOUSE & LANDSCAPING INC,315-677-0286,"2980 SENTINEL HEIGHTS RD, LA FAYETTE, NY 13084"
BOCES ERIE-CATTARAUGUS LOGUID ED CTR,716-549-4454,"9520 FRED STOCK., FREDONIA, NY 14063"
BUTTENSCHON TREE FARM,315-865-4849," ROUTE 365, HOLLAND PATENT, NY 13354"
HOOVER MAHLON & MARTHA,607-243-7259,"3817 LAKEMONT HIMROD ROAD, HIMROD, NY 14842"
NAHE LLC,646-894-9076,"1337 CORBIN HILL ROAD, SLOANSVILLE, NY 12160"
LUMBER AND SALT,917-687-0063,"5570 SOUND AVE, RIVERHEAD, NY 11901"
EMMAS GARDEN GROWERS INC,631-692-7627,"285 SWEET HOLLOW ROAD, HUNTINGTON, NY 11743"
SCHICHTELS NURSERY INC,716-592-9383," HOFFMAN ROAD, SPRINGVILLE, NY 14141"
FIG,315-373-6152,"3170 RESTON DR, BALDWINSVILLE, NY 13027"
ALEX FARM/ JERSEY FARM PRODUCE INC,908-797-0718,"51 CHAMBERST ST, NEW YORK, NY 10007"
SHADE TREES NURSERY INC,631-722-4041,"1875 MAIN ROAD, JAMESPORT, NY 11947"
