BRIZZELL'S FLOWERS,518-783-3131,"562 LOUDON ROAD, NEWTONVILLE, NY 12128"
TRIPLE P FARMS LLC,585-948-8100,"9 ORCHARD STREET, OAKFIELD, NY 14125"
LAMAYS TREE SERVICE INC,631-549-8733,"DURYEA RD & MAXESS, MELVILLE, NY 11747"
SAN DAMIANO FARM,845-335-1006,"21 FRANCISCAN WAY, GARRISON, NY 10524"
LEE'S EGG FARM 2 LLC,845-292-0000,"525 BRIGGS HIGHWAY, ELLENVILLE, NY 12428"
ZUHOSKI FARMS,631-734-5036,"11825 OREGON ROAD, CUTCHOGUE, NY 11935"
STONEY CREEK NURSERY,607-280-2526,"883 ROUTE 34, GENOA, NY 13071"
YULE TREE FARMS,607-324-5374," BAILEY HILL ROAD, BISHOPVILLE, NY 14804"
HENRYS GARDENS INC,,"7884 SISSON HIGHWAY, EDEN, NY 14057"
JUNIORS DESIGN AND BUILD FIRM,716-444-2952,"7804 BLEY RD, EDEN, NY 14057"
MCENROE ORGANC FARM,518-789-3252,"194 COLEMAN STATION ROAD, MILLERTON, NY 12546"
SUNNY MEADOWS GREENHOUSE,,"9448 BULL HILL ROAD, PRATTSBURGH, NY 14873"
DABS LANDSCAPING LLC,518-356-3953,"1640 DUANESBURG ROAD, SCHENECTADY, NY 12306"
FINCH FARM,607-287-2266,"2288 HOG MTN ROAD, FLEISCHMANNS, NY 12430"
AUGUSTINE BROS CORP,845-338-4936,"200 SAWKILL ROAD, KINGSTON, NY 12401"
SHAOLIN GALORE EXOTICS,,"1018 POST AVE, STATEN ISLAND, NY 10302"
SEED SONG FARM & CENTER,845-902-8154,"160 ESOPUS AVENUE, KINGSTON, NY 12401"
YAGER FARMS,716-992-9644,"2163 NEW JERUSALEM ROAD, EDEN, NY 14057"
PIKES GREENHOUSE,585-208-6041,"5672 EAVON LIMA ROAD, AVON, NY 14414"
COCOEDGE INC,,"141 BEACH 56TH PLACE, ARVERNE, NY 11692"
DALESSANDROS NURSERY & LANDSCAPING,315-738-0434,"1346 HIGBY ROAD, FRANKFORT, NY 13340"
ROSEDALE NURSERIES INC,,"133 MILLS ROAD, WALDEN, NY 12586"
ERWAY FARMS LLC,716-308-2997,"4202 WILLOW, WILSON, NY 14172"
MYSTIC FARM,518-753-4966,"22 MEADOWVIEW DRIVE, SCHAGHTICOKE, NY 12154"
DECKER PAMELA,585-298-1110,"1935 COUNTY ROAD 28, CANANDAIGUA, NY 14424"
GRANDPAS NURSERY & GARDEN INC,315-483-6784,"6720 ROTTERDAM ROAD, SODUS, NY 14551"
LAKESIDE SOD SPLY CO IN,716-741-2877," FREY FARM-8850 GOODRICH ROAD, CLARENCE CENTER, NY 14032"
HOLLOW CREEK FARMS INC,585-226-8593,"2124 DUTCH HOLLOW CREEK ROAD, AVON, NY 14414"
SIBIGA NURSERY FARM,716-941-6304,"5595 SHERO ROAD, HAMBURG, NY 14075"
CLAIRES GARDEN CENTER,845-828-6632,"210 HAVILAND HOLLOW ROAD, PATTERSON, NY 12563"
MARIANNE ZIMMERMAN,607-243-8681,"6237 READING ROAD, ROCK STREAM, NY 14878"
GRASSE RIVER HEMP,315-212-6002,"55 LOWER PINE STREET, POTSDAM, NY 13676"
PATRIOT GARDENS,315-375-6633,"1111 NORTHUMBERLAND ST, MORRISTOWN, NY 13664"
WJF FARMS LLC,,"11750 OREGON ROAD, CUTCHOGUE, NY 11935"
FRANCINES,607-821-8933,"164 CHAPEL STREET, WINDSOR, NY 13865"
HILLTOP GREENHOUSE,518-339-4212,"84 HUMPHREY WAY, VALLEY FALLS, NY 12185"
BEHNS BEST PERENNIALS INC,518-766-9820,"4569 RT 66, MALDEN BRIDGE, NY 12115"
MARCOS DIEGO FLOWERS,315-622-0570,"4511 BUCKLEY RD, LIVERPOOL, NY 13088"
GARDEN OF EVE LLC,631-722-8777,"4558 SOUND AVENUE, RIVERHEAD, NY 11901"
WALSH MIKE & SONS GREENHOUSES INC,631-475-2698,"328 PATCHOGUE-YAPHANK ROAD, EAST PATCHOGUE, NY 11772"
COPIA MARKETS CORPORATION,914-533-7242,"475 SMITH RIDGE RD, SOUTH SALEM, NY 10590"
L & M GREENHOUSES,845-583-4648,"1986 ROUTE 17B, BETHEL, NY 12720"
WOODCHUCK MEADOWS NURSERY & GREENHOUSE,315-678-1431,"8993 DINGLEHOLE RD, BALDWINSVILLE, NY 13027"
HILLTOP GREENHOUSE,315-536-1063,"2664 ROUTE 364, PENN YAN, NY 14527"
HILLCREST GARDENS,607-339-6485,"1 HILLCREST DRIVE, DRYDEN, NY 13053"
DEBUCKS SOD FARM OF NY,845-258-4131," INC - GLENWOOD ROAD, PINE ISLAND, NY 10969"
BEDS & BORDERS INC,631-298-1836,"600 LAUREL LANE, LAUREL, NY 11948"
BRIZZELL FARM & GREENHOUSES,518-857-7873,"22 GUTBRODT ROAD, MELROSE, NY 12121"
WAYSIDE GARDEN CENTER,585-223-1222,"124 PITSFORD PALMYRA RD, MACEDON, NY 14502"
SHILOW FARM AND LANDSCAPING,315-402-6184,"383 COUNTY ROUTE 7, HANNIBAL, NY 13074"
JOHNSTONE FLORIST,518-673-2711,"136 GRAND STREET, PALATINE BRIDGE, NY 13428"
CURDIES CREATIONS,518-834-0160,"1831 ROUTE 9, KEESEVILLE, NY 12944"
LINDA J HAHN,315-635-9328,"8630 DUNHAM ROAD, BALDWINSVILLE, NY 13027"
MOUNTAIN VIEW GARDENS,845-339-0451,"396 BROADWAY ROUTE 9W, ULSTER PARK, NY 12487"
SEGUIN FAMILY FARM,518-637-2266,"659 NASHVILLE RD, SARANAC, NY 12981"
LORIS LNDSCP&PERENNIAL,607-637-3700,"19 TRESTLE ROAD SUITE 2, HANCOCK, NY 13783"
D&J BRAWDY FARMS INC,716-818-5786,"8053 JENNINGS ROAD, EDEN, NY 14057"
DECORATIVE GARDENS INCORPORATED,631-727-9511,"3726 MIDDLE COUNTRY ROAD, CALVERTON, NY 11933"
DAVIS STELLA,607-765-2799,"3 MATSON ROAD, RICHFORD, NY 13835"
STARR NURSERY LLC,516-496-4434,"4152 MIDDLE COUNTRY RD, CALVERTON, NY 11933"
WORTH EVERY PENNY LLC,646-494-5653,"480 SAINT MARKS AVE, BROOKLYN, NY 11238"
A J TEETER FARM,607-280-1494,"71 GRAY ROAD, ITHACA, NY 14850"
HORST FARM MARKET,607-869-4543,"2604 COUNTY RD 129, ROMULUS, NY 14541"
BRIARCLIFF SOD INC,631-734-6366," MAPLE LANE, PECONIC, NY 11958"
HIDDEN VIEW GREENHOUSE,,"16 CAVANAUGH CORNERS ROAD, BOMBAY, NY 12914"
MAJOR BLOSSOM FARM LLC,917-250-0626,"5098 RT 17M, NEW HAMPTON, NY 10958"
JOES PLANT SHACK,315-491-3167,"5632 GULF RD, CHITTENANGO, NY 13037"
MILL POND EVGRN NUR,315-532-2665,"13069 IRA STATTION ROAD, MARTVILLE, NY 13111"
DOUBLE A VINEYARDS INC,716-672-8493," KUHRT RD EAST OF KING RD, FORESTVILLE, NY 14062"
SUNNY GARDEN GREENHOUSES,845-297-4400,"2238 ROUTE 9D, WAPPINGERS FALLS, NY 12590"
DOUG-MAR FARMS,315-776-5877,"10090 STATE RT 38, PORT BYRON, NY 13140"
SUSAN BISHOP,315-481-8503,"952 LICK STREET, GROTON, NY 13073"
MARKRISTO FARM,518-325-4261,"2891 ROUTE 23, HILLSDALE, NY 12529"
T J MART INC,646-775-8075,"188 ECHO AVE, MILLERPLACE, NY 11764"
COASTAL GREENHOUSES LLC,631-727-1980,"2296 SOUND AVENUE, BAITING HOLLOW, NY 11933"
DEFISHER GREENHOUSES,315-483-8175,"7241 RIDGE ROAD, SODUS, NY 14551"
WILLIAMS FRUIT FARM,845-389-1700,"478 RED TOP ROAD, HIGHLAND, NY 12528"
CHAMPLAIN PEONY COMPANY,518-637-7640,"1444 STATE ROUTE 22, ESSEX, NY 12936"
SANDY'S GARDEN CENTER,631-878-2193,"221 DAYTON AVE, MANORVILLE, NY 11949"
HOMEGROWN NURSERIES AND FARM LLC,917-848-4413,"635 LYNDHURST MUSEUM LANE, TARRYTOWN, NY 10591"
BUTTERFLY EFFECT,315-759-5765,"79 STARK STREET, WATERLOO, NY 13165"
DARK HOLLOW FARMS,607-627-6582,"686 COUNTY ROAD 21, SMYRNA, NY 13464"
DEADHEAD FARMS,914-388-4600,"147 RIVERSIDE AVE, HURLEY, NY 12443"
ARTHUR'S GREENHOUSE,,"27 FULLER ROAD, PERU, NY 12972"
DOUBLE A VINEYARDS INC,716-672-8493," BENNETT STATE RD, SILVER CREEK, NY 14136"
PRIANTI FARMS INC,631-499-0772,"47 EAST DEER PARK ROAD, DIX HILLS, NY 11746"
PLEASANT VALLEY FLOWERS,315-684-3621,"4993 PLEASANT VALLEY ROAD, MORRISVILLE, NY 13408"
SUNRISE FARM,631-475-3565,"62 HEWLETT AVENUE, EAST PATCHOGUE, NY 11772"
JUNIPER HILL FARM,518-524-5652,"82 LOUKES LANE, WESTPORT, NY 12993"
POTT'D,585-474-7925,"105 ANDERSON AVE, ROCHESTER, NY 14607"
STONEY LONESOME FARM LLC,607-869-4422,"1586 COMBS ROAD, OVID, NY 14521"
BLAKE TOM VEHICLE,716-8166215,"91 TAMPA DRIVE, BUFFALO, NY 14220"
PETALS N POTS GRNHOUSES,315-654-2856," MILLENS BAY ROAD, CAPE VINCENT, NY 13618"
ROBINSON GARDENS,716-481-3540,"367 SOUTH MAIN STREET, HOLLAND, NY 14080"
DAVES VEGGIES & GREENHOUSES,607-543-0226,"5178 NYS RTE 41, HOMER, NY 13077"
JIM BOB'S GREENHOUSE,518-795-0694,"290 MCGOWEN RD, SCHAGHTICOKE, NY 12154"
GUIGNARDS GREENHOUSES,315-408-4951,"6570 #4 ROAD, LOWVILLE, NY 13367"
MONROE DEPT OF PARKS,585-753-3081,"750 EAST HENRIETTA ROAD, ROCHESTER, NY 14623"
ADS LANDSCAPES INC,845-877-0422,"80 RIDGE ROAD, DOVER PLAINS, NY 12522"
LANSINGS FARM,518-374-1637,"204 LISHAKILL ROAD, SCHENECTADY, NY 12309"
FRANK DIMAGGIO LANDSCAPING INC,516-931-3629,"782 SOUTH OYSTER BAY RD, HICKSVILLE, NY 11801"
BALET FLOWERS & DESIGN LLC,518-584-8555,"5041 NELSON AVENUE EXT, MALTA, NY 12020"
ROEMER FARMS LLC,,"250 GEDNEY HILL ROAD, COEYMANS HOLLOW, NY 12046"
ROCKCREST GARDENS INC,845-266-5203,"2313 SALT POINT TURNPIKE, CLINTON CORNERS, NY 12514"
GREENLAWN SOD FARMS INC,631-929-4900,"1375 SOUND AVENUE, WADING RIVER, NY 11792"
CHICKADEE VALLEY FARM LLC,518-696-3896,"320 STONY CREEK ROAD, HADLEY, NY 12835"
NATURAL LANDWORKS,716-537-2927," MARBLE SPRINGS ROAD - SHANNON, DELEVAN, NY 14042"
CREEKSIDE GREENHOUSE,,"4557 SOUTH LEBANON ROAD, EARLVILLE, NY 13332"
ROSE HILL HOUSE FARMS,315-382-8076,"2770 ROSE HILL RD, MARIETTA, NY 13110"
VERONICAS GARDENS,845-687-9026,"110 KRIPPLEBUSH ROAD, STONE RIDGE, NY 12484"
KNOWN SOURCE LLC,518-339-9103,"939 SARATOGA RD, BALLSTON LAKE, NY 12019"
TWIN PINE GREENHOUSE,518-332-7500,"750 PHILLIP ROAD, FORT PLAIN, NY 13339"
LAKESIDE SOD SPLY CO IN,716-741-2877," OFFICE TV BOOT TONAWAND CREEK, ROYALTON, NY 14094"
MERCANTILE GREENHOUSE,315-858-2703,"235 DROPP ROAD, RICHFIELD SPRINGS, NY 13439"
NNY WINDY ACRES NURSERY INC,315-771-8340,"23672 CO RT 3, LA FARGEVILLE, NY 13656"
PANEKS PICKIN PATCH,585-589-6155,"41 SCHUYLER STREET, BELMONT, NY 14813"
SUMMERTIME BLOOMS,716-791-3369,"2901 DICKERSONVILLE ROAD, RANSOMVILLE, NY 14131"
CENTURION FARM LLC,706-315-7471,"287 CREEK ROAD, LOCKE, NY 13092"
OUTLANDERS,716-536-3399,"753 PAYNE AVE, NORTH TONAWANDA, NY 14120"
MATTS TREE FARM & LNDSC,631-875-1465,"309 WEEKS AVENUE, MANORVILLE, NY 11949"
JAY W GUILD WHOLESALE GROWER,631-765-5299," NORTH ROAD - COUNTY ROAD 48, PECONIC, NY 11958"
RAYMOND Z NOLT,607-243-7633,"5330 GRAVEL RUN RD, DUNDEE, NY 14837"
THE NATURAL WAY ORGANIC LANDSCAPING INC,631-224-3486,"246 ROCKAWAY STREET, ISLIP TERRACE, NY 11752"
WEINHEIMER FARMS,716-731-4059,"6806 SHAWNEE ROAD, NORTH TONAWANDA, NY 14120"
RENSHAW & DAUGHTERS LLC,585-738-5027,"146 CHARLOTTE STREET, CANANDAIGUA, NY 14424"
SCHICHTELS NURSERY INC,716-592-9383,"11770 ROUTE 39, SARDINIA, NY 14030"
JENKINS & LUEKEN ORCHARDS,845-255-0999,"69 YANKEE FOLLY ROAD, NEW PALTZ, NY 12561"
HEWITTS GARDEN CENTER INC,518-399-4959,"607 FEURA BUSH ROAD, GLENMONT, NY 12077"
ELI B MARTIN,518-993-4178,"392 BROOKMANS CORNERS RD, FORT PLAIN, NY 13339"
DEHNS FLOWERS INC,518-885-6222,"15 TRIEBLE AVE, BALLSTON SPA, NY 12020"
ADIRONDACK NATURALS,518-891-4057,"993 STATE ROUTE 3, SARANAC LAKE, NY 12983"
CREEK SIDE GREENHOUSE,000-000-0000,"9670 CTY RD 3, FREEDOM, NY 14065"
PRISTINE ACRES,607-263-2158,"793 COUNTY HIGHWAY 10, LAURENS, NY 13796"
PERFECTLY BLENDED FARM,716-258-0645,"3819 RICEVILLE ROAD, MACHIAS, NY 14101"
SUNFROST FARMS INC,845-679-6690,"217 TINKER STREET, WOODSTOCK, NY 12498"
ALMOSTA FARM,610-425-2583,"201 GANSEVOORT RD, GANSEVOORT, NY 12831"
COUNTRYSIDE PRODUCE,315-536-7054,"2487 BALDWIN ROAD, PENN YAN, NY 14527"
BUCKLEYS FLOWER SHOP IN,631-324-0966,"75 MONTAUK HIGHWAY, EAST HAMPTON, NY 11937"
MICHALEEN'S FLORIST & GREENHOUSE,607-257-3203,"2826 NO TRIPHAMMER, ITHACA, NY 14850"
PARDIS PLANTS DBA FOLIAGE GARDEN,212-989-3089,"190 NORTH DIVISION AVENUE, BLUE POINT, NY 11715"
BONSAI BOY,631-569-4200,"1091 MONTAUK HWY, PATCHOGUE, NY 11772"
ORLOPS GREENHOUSE,518-785-6313,"4070 RIVER ROAD, SCHENECTADY, NY 12309"
AGLE HENRY W&SONS INC,716-992-4290,"7952 GOWANDA STATE ROAD, EDEN, NY 14057"
CHERRY VALLEY GRHSE,315-823-0629,"599 CO HWY 32A, CHERRY VALLEY, NY 13320"
GOODNESS GARDENS INC,845-355-4757,"377 COUNTY ROUTE 12, NEW HAMPTON, NY 10958"
INTERNATIONAL BONSAI ARBORETUM,585-334-2595,"1070 MARTIN ROAD, W HENRIETTA, NY 14586"
WIEMER HERMANN J-VNYARD,," COUNTY RD 16, PENN YAN, NY 14527"
BAXTERS TREE FARM LLC,607-967-8516," N. SANFORD ROAD, NO. SANFORD, NY 13730"
BATAVIA TURF LLC,585-548-2552,"7939 BANK STREET ROAD, BATAVIA, NY 14020"
PLANTS UNLIMITED LLC,607-279-9159,"6255 DRESSERVILLE RD, MORAVIA, NY 13118"
"MISS PERRY FARMS, LLC",646-935-9367,"9767 STARR HILL ROAD, REMSEN, NY 13438"
DELALIO SOD FARMS LLC,631-242-3700," RANDALL ROAD & COOPER STREET, SHOREHAM, NY 11786"
E LOPEZ NURSERY,631-734-5353,"36660 MAIN ROAD, CUTCHOGUE, NY 11935"
BROOKSIDE NURSERY,585-332-4019,"12172 EAST YATES CENTER ROAD, LYNDONVILLE, NY 14098"
LINCOLN PARK NURSERY LLC,716-692-6100,"147 OLD NIAGARA FALLS BLVD, AMHERST, NY 14228"
CORALS CORNER AND CONES,518-337-6643,"35 NORTH PARK STREET, CAMBRIDGE, NY 12816"
PRESTONS GARDEN CENTER INC,585-265-2490,"1640 STATE ROUTE 104, ONTARIO, NY 14519"
MATRAZZO FLORIST INC,518-664-4343,"29 FARRELL STREET, MECHANICVILLE, NY 12118"
SUNRISE FIELDS FARM,315-520-5565,"7070 DORN SPUR RD, BOONVILLE, NY 13309"
NATURAL LANDWORKS,716-537-2927,"ROUTE 78 & IRISH RD, NORTH JAVA, NY 14113"
NORWICH MEADOWS FRM LLC,607-336-7598,"4450 STATE HIGHWAY 23, NORWICH, NY 13815"
PEACE OF THE PIE LLC,716-560-9584,"2311 MAIN ST, COLLINS, NY 14034"
TRANQUILITY HILL FARM,315-359-8071,"3139 BIRD ROAD, CLIFTON SPINGS, NY 14432"
WAYSIDE GARDEN CENTER,,"230 PANNELL RD, FAIRPORT, NY 14450"
HOMESPUN TREASURES,716-592-3480,"11952 ALLEN ROAD, EAST CONCORD, NY 14055"
ANDERSONS PRODUCE,585-243-2175,"2774 MAIN STREET, YORK, NY 14592"
RIVERMEDE FARM,518-576-2021,"1925 ROUTE 73, KEENE VALLEY, NY 12943"
WARRENS NURSERY INC - GROW,631-726-4767,"100 MAJORS PATH, SOUTHAMPTON, NY 11968"
M&M PRODUCE,NONE,"7918 TUCKER HILL ROAD, HOUGHTON, NY 14744"
TREES OF THE WOODS,845-482-4528,"135 LEINS ROAD, PO BOX 6, CALLICOON CENTER, NY 12724"
SCARBOROUGH FIELDS & FLOWERS,845-741-4882,"2741 ALBANY POST ROAD, MONTGOMERY, NY 12549"
"INVINCIBLE SUMMER FARMS, LLC",631-512-8270,"4280 YOUNGS AVE, SOUTHOLD, NY 11971"
CONSUMER SALES INC,631-740-0443,"318 SMITHTOWN BLVD, LAKE RONKONKOMA, NY 11779"
FANTASTIC GARDENS OF LI INC.,631-475-7118,"67 AVERY AVENUE, PATCHOGUE, NY 11772"
VELESKO JERRY W,585-735-3065,"10375 MAPLE RIDGE ROAD, MIDDLEPORT, NY 14105"
SCHLECHT NURSERY INC,,"12 N BERNSTEIN BLVD, MANORVILLE, NY 11949"
ALLENWAY ACRES,315-620-2878,"8200 ALLOWAY RD, LYONS, NY 14489"
GARDEN BARN THE,518-747-8843,"351 EAST ROAD, ROUTE 42, FORT EDWARD, NY 12828"
MAPLEHORST FARM NURSERY INC,845-794-8596,"151 RAPP ROAD, MONTICELLO, NY 12701"
HANNEN MICHAEL,585-256-1124,"171 LABURNAM CRESENT, ROCHESTER, NY 14620"
HARGRAVE FARMS,585-534-5275,"3757 STATE ROUTE 21, WAYLAND, NY 14572"
PINESBRIDGE NURSERY,914-941-7663,"90 PINESBRIDGE ROAD, OSSINING, NY 10562"
BLOOMS BY BOGNER,315-733-0466,"1126 PLEASANT STREET, UTICA, NY 13501"
MICHAEL & SONS NURSERIES INC,914-592-6620,"50 OLD COUNTRY RD, ELMSFORD, NY 10523"
COUNTRY MARKETPLACE,607-775-3844,"873 NY ROUTE 11, KIRKWOOD, NY 13795"
PHILLIP HAYES,610-357-4947,"99 GOLD STREET, BROOKLYN, NY 11201"
BRADY CO-DISTINCT LANDSCAPE INC,845-229-1211,"202 HAVILAND ROAD, HYDE PARK, NY 12538"
MATHIS MERCANTILE,585-409-8499,"3610 MIDDLE RESERVATION RD, PERRY, NY 14530"
MOCKINGBIRD BELL LLC,585-520-7174,"4370 BENNETTS CORNERS ROAD, HOLLEY, NY 14470"
HOEFFNER FARMS,845-457-3453,"405 GOODWILL ROAD, MONTGOMERY, NY 12549"
GULLOS GARDEN CENTER LLC,716-646-6111,"7692 SOUTHWESTERN BOULEVARD, DERBY, NY 14047"
LANDSCAPE DETAILS INCORPORATED,,"98 INDUSTRIAL ROAD, EAST HAMPTON, NY 11937"
RESTORATION FARM,718-309-4220,"140 BETHPAGE-SWEET HOLLOW RD, OLD BETHPAGE, NY 11804"
SMITTY'S NURSERY AND LANDSCAPE INC,518-734-3489,"4681 STATE ROUTE 23, WINDHAM, NY 12496"
ELHANNON NURSERY INC,518-686-5553,"20716 STATE ROUTE 22, PETERSBURG, NY 12138"
OUTBACK FARM MARKET,717-587-0079,"2135 COUNTY ROAD 8, CANANDAIGUA, NY 14424"
FAMILY TRADITIONS TREE FARM LLC,518-922-8558,"685 ARGERSINGER ROAD, FULTONVILLE, NY 12072"
SISTER ROOTS TREE FARM,518-229-0414,"164A GRONCZNIAK RD, STILLWATER, NY 12170"
HIGHWINDS FARM,518-827-4030,"224 CAMPBELL HILL ROAD, BROOME, NY 12122"
VANDERZALM JOHN,631-286-0816,"437 HEAD OF NECK ROAD, BELLPORT, NY 11713"
DELANEY FARMS,315-469-1668,"4097 WEST SENECA TURNPIKE, SYRACUSE, NY 13215"
GARDEN TIME INC,518-793-8555,"652 QUAKER ROAD, QUEENSBURY, NY 12804"
CAROL DATTHYN FARMS,315-483-4338,"4821 ROUTE 88, SODUS, NY 14551"
MAPLE RIDGE CENTER,518-355-2390,"2999 HAMBURG STREET, SCHENECTADY, NY 12303"
HOLLOW WINDS FARM,607-746-3207,"3338 COUNTY HIGHWAY 16, DELHI, NY 13753"
MAINTENANCE MAN LANDSCAPING INC,315-363-7225,"4785 STATE ROUTE 31, VERNON, NY 13476"
THE VIOLET BARN,585-374-8592,"7209 COUNTY ROAD #12, NAPLES, NY 14512"
FISH FRM MKT&GREENHOUSE,585-289-4215,"4494 MT PAYNE ROAD, SHORTSVILLE, NY 14548"
PEDRICKS GLASS GARDENS INC,518-399-6363,"35 SARATOGA ROAD, SCOTIA, NY 12302"
TROYERS,,"7811 COATES ROAD N., HOLLAND PATENT, NY 13354"
ONE NATURE LLC,845-440-1677,"321 MAIN STREET, BEACON, NY 12508"
RADLIFF HOLLOW FARM,518-673-4877,"828 MAPLETOWN ROAD, CANAJOHARIE, NY 13317"
ETCETERA FARM LLC,518-672-4250,"936 COUNTY ROUTE 21, GHENT, NY 12075"
MAIURANOS FLOWERS,607-334-4140,"5307 STATE HIGHWAY 12, NORWICH, NY 13815"
FORD FARMS C/O LINWOOD FORD,607-329-6947,"8385 CREEKSIDE DRIVE, SAVONA, NY 14879"
SCHOHARIE VALLEY FARMS LLC,518-295-7139,"5605 STATE ROUTE 30, SCHOHARIE, NY 12095"
AUGUSTINE BROS CORP,845-338-4936,"177 VAN KLEECKS LANE, KINGSTON, NY 12401"
MARCUS & LORRAINE ZIMMERMAN,607-268-4006,"11747 CR 122, PRATTSBURGH, NY 14873"
M. MEGLIO FARMS LLC,631-338-2697,"214 EASTPORT MANOR ROAD, MANORVILLE, NY 11949"
LUCULE LLC DBA BEAR CREEK FARM,845-868-7928,"6187 ROUTE 82, STANFORDVILLE, NY 12581"
RIVER RUN TREE FARMS,518-868-9761,"329 JUNCTION ROAD, HOWES CAVE, NY 12092"
BEYOND YOUR GARDEN CORP,518-937-3065,"162 COUNTY HIGHWAY 109, BROADALBIN, NY 12025"
RAY SMITH & ASSOCIATES,631-287-6100,"1366 MONTAUK HWY, WATER MILL, NY 11976"
MARCUS & LORRAINE ZIMMERMAN,607-268-4006,"11747 CR 122, PRATTSBURGH, NY 14873"
SUNNYVILLE FARMS,,"14145 STATE HIGHWAY 37, MASSENA, NY 13662"
VALLEY VIEW MANAGEMENT  CORP,917-969-1212,"33 GILBERT LANE, PUTNAM VALLEY, NY 10579"
JON-LIN FARM,607-835-6718,"1791 OWEGO HILL ROAD, CORTLAND, NY 13045"
GABRIELSEN FARMS LLC,631-779-2540,"216 HERRICKS LANE, JAMES PORT, NY 11947"
EARSING GREENHOUSE LLC,716-826-5025,"3065 CLINTON STREET, WEST SENECA, NY 14224"
JUDYS FRUITS VEG FLWRS,315-587-9052,"9046 CATCHPOLE ROAD, NORTH ROSE, NY 14516"
HOMEGROWN DESIGNS LTD,518-421-9190,"194 STABENOW RD, CANAJOHARIE, NY 13317"
RUFF ACRES ROADSIDE MARKET,518-483-4329,"1442 COUNTY ROUTE 8, NORTH BANGOR, NY 12966"
HECTOR HOT PEPPERS,607-220-8471,"4665 STAGE RD, BURDETT, NY 14818"
GREENBELT NATIVE PLANT CENTER PROPOGATION NURSERY,718-370-9044,"3808 VICTORY BOULEVARD, STATEN ISLAND, NY 10314"
FUNKES FLOWERS,716-992-3049,"4135 ROSEDALE AVENUE, EDEN, NY 14057"
VAN COTT J NURSERIES,631-261-1779,"630 PULASKI ROAD, GREENLAWN, NY 11740"
HROBONIS GREENHOUSE VARIETIES,315-942-3466,"7457 ROUTE 13, BLOSSVALE, NY 13308"
MEL NICOTRA INC,315-243-2008,"7082 N MANLIUS RD, KIRKVILLE, NY 13082"
QUERNER FAMILY FARM LLC,201-264-3293,"1384 COUNTY RT 12, NEW HAMPTON, NY 10958"
BUTTERNUT RIDGE FARM,518-638-6656,"4323 ROUTE 40, ARGYLE, NY 12809"
HANIYA RAE,214-695-3538,"353 40TH STREET, BROOKLYN, NY 11232"
ORION NURSERY,585-352-9239,"1492 MANITOU ROAD, HILTON, NY 14468"
LAKEVIEW GARDENS,716-488-0859,"1259 NORTH MAIN STREET, JAMESTOWN, NY 14701"
PINE VALLEY FARMS,607-739-2319,"3651 WATKINS ROAD, PINE VALLEY, NY 14872"
EVERLASTING SPRING GARDEN CENTER LLC,845-295-0856,"3195 ROUTE 52, WHITE SULPHER SPRS, NY 12787"
CRITTER HAVEN FARM,315-256-5154,"18910 COUNTY ROUTE 3, CLAYTON, NY 13624"
LASTING DREAMS ENTERPRISES,716-648-4920,"6425 SOUTH ABBOTT ROAD, ORCHARD PARK, NY 141274704"
SCHERER STEPHEN,518-828-7501,"385 ROUTE 31, HUDSON, NY 12534"
VALS COUNTRY CREATIONS,518-358-9225,"471 REAGAN FLATS ROAD, BOMBAY, NY 12914"
LITTLE WAGON ROADSIDE FARMSTAND,518-645-5530,"882 MIDDLE RD, WILLSBORO, NY 12996"
ABUNDANT HARVEST ORGANIC PRODUCE,315-789-1094,"1605 PRE EMPTION STREET, GENEVA, NY 14456"
EAST BRANCH ORGANICS,518-576-9043,"10861 US ROUTE 9N, KEENE, NY 12942"